name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Spacious Duplex Garden Apt Park Slope Brooklyn,19510462,Brooklyn,Park Slope,40.68098,-73.97925,Entire home/apt,275,3,4,2016-09-17,0.07,1,0
Williamsburg Penthouse Guestroom,6642777,Brooklyn,Williamsburg,40.71231,-73.95313,Private room,105,1,372,2019-06-21,6.23,2,59
★Unique two bedroom on 2nd Avenue★,7558452,Manhattan,East Village,40.72328,-73.98926,Entire home/apt,260,1,299,2019-06-23,5.04,2,232
South Williamsburg large parlor apt.,3245596,Brooklyn,Williamsburg,40.71283,-73.96714,Entire home/apt,175,25,4,2016-04-08,0.07,1,0
PrivatePeaceful Pad near JFKairport,7453027,Brooklyn,Canarsie,40.64287,-73.90228,Entire home/apt,90,3,96,2019-06-24,1.66,1,295
Williamsburg Studio,810266,Brooklyn,Williamsburg,40.71694,-73.96017,Entire home/apt,125,21,1,2015-04-30,0.02,1,0
Art Boutique Stateroom at JFK Airport,10162529,Queens,St. Albans,40.7012,-73.75041,Entire home/apt,239,3,11,2018-11-20,0.45,2,355
Private Studio Near Union Square,12090062,Manhattan,Chelsea,40.73996,-73.99919,Entire home/apt,195,2,31,2018-12-09,0.52,1,10
Cozy Private Bedroom,19533769,Bronx,Mott Haven,40.80772,-73.91791,Private room,53,1,321,2019-06-12,5.46,1,44
Best location in NYC,16677444,Manhattan,Hell's Kitchen,40.75882,-73.99168,Private room,99,1,147,2019-05-19,2.84,1,4
One bedroom in Inwood Apartment,19539944,Manhattan,Inwood,40.86711,-73.92742,Private room,52,7,0,,0.0,1,0
Statue of Liberty Views Downtown,19550968,Manhattan,Battery Park City,40.71019,-74.01705,Entire home/apt,130,60,4,2015-05-07,0.07,1,13
Amazing 1BR condo with water views,19569660,Manhattan,Battery Park City,40.71031,-74.01557,Entire home/apt,325,30,9,2015-06-17,0.16,1,0
"Charming, Airy 2 Bedroom Brownstone in Bed-Stuy",19569725,Brooklyn,Bedford-Stuyvesant,40.68419,-73.92217,Entire home/apt,135,2,252,2019-06-22,4.37,1,35
Big Beautiful Bedroom w/Private Bathroom,7848968,Brooklyn,Prospect Heights,40.67548,-73.96802,Private room,85,2,206,2019-06-18,3.5,2,3
Large Private Rm in Historic Central Harlem Home,265278,Manhattan,Harlem,40.80384,-73.94692,Private room,68,3,164,2019-06-21,2.85,1,87
Room 15. min from Midtown in Super Safe Area,19569282,Queens,Astoria,40.76315,-73.92709,Private room,45,14,1,2014-08-16,0.02,1,0
Great Renovations. Columbus Circle,1475015,Manhattan,Hell's Kitchen,40.76867,-73.98541,Entire home/apt,87,30,6,2019-04-21,0.11,52,365
Chandelier Room on Historic Brooklyn Block,19524858,Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.95419,Private room,89,1,52,2018-09-23,1.44,1,188
Beautiful sun-filled Loft BROOKLYN,10603767,Brooklyn,Bushwick,40.70784,-73.92224,Entire home/apt,150,3,203,2019-06-22,3.42,1,308
Elegant Gramercy Park Studio,3997854,Manhattan,Flatiron District,40.73923,-73.98589,Entire home/apt,124,30,10,2016-08-13,0.17,1,0
"Sunny, Central, Quiet, UWS, 72&Bway",1529179,Manhattan,Upper West Side,40.77885,-73.98178,Entire home/apt,169,7,0,,0.0,1,0
"Suite w/private bath, Forest Hills",19597910,Queens,Forest Hills,40.72356,-73.83982,Private room,125,2,128,2019-05-18,2.17,3,332
"Master Bedrm, Steam Shr/Jacuzzi, FH",19597910,Queens,Forest Hills,40.727,-73.83924,Private room,145,2,75,2019-05-19,1.27,3,358
3,23633,Brooklyn,Bushwick,40.70248,-73.93225,Private room,75,1,0,,0.0,2,0
2,23633,Brooklyn,Bushwick,40.70315,-73.93124,Private room,75,2,2,2015-11-01,0.04,2,0
Doorman nice 1bd/ United Nations!!,1475015,Manhattan,Murray Hill,40.74915,-73.97196,Entire home/apt,87,30,7,2019-05-31,0.12,52,340
"Stay 30 min to Times Sq in quaint Sunnyside, Qns",6615826,Queens,Sunnyside,40.74219,-73.92585,Private room,50,5,6,2019-06-24,1.41,1,54
ColumbusCircle~W/D~new BLDG~Balcony,2119276,Manhattan,Hell's Kitchen,40.7662,-73.98612,Entire home/apt,150,30,11,2019-03-23,0.2,39,313
Sunny Room in Shared Apartment,19633755,Manhattan,Upper West Side,40.79744,-73.97098,Private room,95,30,2,2016-05-27,0.04,1,365
Reno1BR~RiverView~Luxury24D~Roof~,2119276,Manhattan,Murray Hill,40.74445,-73.97181,Entire home/apt,200,30,7,2018-08-20,0.14,39,188
Sunny 1bed Oasis in South Harlem/Upper West Side,3856533,Manhattan,Harlem,40.80293,-73.95586,Entire home/apt,120,1,23,2019-01-07,0.45,1,0
"UWS Charmer, Central Park/Lincoln Center",9784802,Manhattan,Upper West Side,40.77627,-73.98081,Entire home/apt,325,3,70,2019-05-26,1.19,1,71
SoHo/Village Studio,19644902,Manhattan,Greenwich Village,40.72774,-74.00004,Entire home/apt,165,2,2,2015-06-26,0.04,1,0
5107-Studio Doorman GYM LuX,16098958,Manhattan,Upper West Side,40.79082,-73.97452,Entire home/apt,140,30,4,2017-09-04,0.09,96,342
Great cozy in Brooklyn,20169857,Brooklyn,Bedford-Stuyvesant,40.69634,-73.9441,Private room,33,1,52,2019-04-08,0.87,2,255
Lower East Side Artist's Sanctuary,14908547,Manhattan,Lower East Side,40.71962,-73.98434,Entire home/apt,169,4,7,2016-01-03,0.14,1,0
Colorful 2 Bedroom in Brooklyn,19663195,Brooklyn,Williamsburg,40.71863,-73.94416,Entire home/apt,75,24,0,,0.0,1,27
Trendy East Village Penthouse Apt,7018154,Manhattan,Gramercy,40.73293,-73.9836,Entire home/apt,190,5,5,2016-01-02,0.08,1,0
Location Little Lapa ( only female ),3250450,Queens,Astoria,40.76577,-73.91471,Private room,39,30,9,2018-07-26,0.19,18,237
Brooklyn 2 bedroom Apartment,15733420,Brooklyn,Bedford-Stuyvesant,40.68252,-73.94443,Entire home/apt,165,4,138,2019-06-24,2.66,2,322
"Home, Sweet Home!",19691070,Queens,Long Island City,40.74622,-73.94277,Private room,79,1,39,2019-07-06,0.83,1,297
Cozy & Sunny Hamilton Heights Apt ,19693124,Manhattan,Harlem,40.82654,-73.9462,Entire home/apt,125,1,10,2019-06-12,0.17,1,297
"Large, Luxurious 1 bdrm  W. Village",1484799,Manhattan,West Village,40.73016,-74.00259,Entire home/apt,349,4,10,2016-09-05,0.17,1,0
Prime Williamsburg Brooklyn Apartment for Holidays,4702135,Brooklyn,Williamsburg,40.71328,-73.95787,Private room,130,1,0,,0.0,1,0
Beautiful Terrace Room,19708200,Brooklyn,Canarsie,40.63881,-73.91751,Private room,40,3,41,2019-05-03,0.7,3,278
Brooklyn's finest. Renovated apt!,4928083,Brooklyn,Crown Heights,40.67767,-73.95162,Entire home/apt,76,5,14,2019-04-11,0.28,1,0
Lg Quiet Artist Home -Ditmas Park -,2236848,Brooklyn,Flatbush,40.64699,-73.96307,Entire home/apt,50,24,0,,0.0,1,0
Bushwick schoolhouse,19239110,Brooklyn,Bushwick,40.70098,-73.93959,Private room,45,30,25,2019-03-28,0.53,1,197
"Sunny, charming 1 bedroom apartment",18982191,Brooklyn,Bedford-Stuyvesant,40.68655,-73.93797,Entire home/apt,80,3,2,2016-08-15,0.06,1,0
1 Bedroom w/ huge Deck in West Village/SOHO,18094896,Manhattan,West Village,40.72912,-74.00298,Entire home/apt,265,4,21,2019-03-30,0.36,1,334
Beautiful Sunset Park,15192022,Brooklyn,Sunset Park,40.64752,-74.0059,Shared room,65,2,7,2017-05-13,0.12,1,0
Classic Brownstone 1 Bed. Apt.,2141246,Brooklyn,Bedford-Stuyvesant,40.68127,-73.94865,Entire home/apt,90,3,2,2016-09-11,0.05,1,0
"Sunny, Charming Boho Apt Near all in the Village!",3284613,Manhattan,Greenwich Village,40.72917,-73.99974,Private room,115,25,70,2018-08-26,1.27,1,31
UWS one br near Central Park,539204,Manhattan,Upper West Side,40.79998,-73.96404,Entire home/apt,145,15,0,,0.0,1,0
The Emerald Room,19708200,Brooklyn,Canarsie,40.63888,-73.91729,Private room,45,3,23,2019-06-23,0.39,3,327
"Great location, new lower rates!!!",3339701,Queens,Ditmars Steinway,40.77478,-73.91913,Private room,50,1,164,2019-06-20,2.78,4,308
Cozy & Comfy in Bedstuy,18397763,Brooklyn,Bedford-Stuyvesant,40.68769,-73.93074,Private room,72,2,36,2019-06-29,0.61,7,71
...New lower rates for low season!!,3339701,Queens,Ditmars Steinway,40.77376,-73.91855,Private room,50,1,207,2019-06-21,3.48,4,311
Oasis in a Brownstone,18397763,Brooklyn,Bedford-Stuyvesant,40.68565,-73.93249,Private room,57,2,43,2019-05-26,0.72,7,58
Beautiful West Village 1 BR Gem!,19758346,Manhattan,West Village,40.73648,-74.00173,Entire home/apt,225,3,5,2016-06-19,0.08,1,0
"Amazing, Spacious Bedroom in BK",9314076,Brooklyn,Bedford-Stuyvesant,40.69291,-73.95142,Private room,80,1,0,,0.0,1,0
"2 bedroom with yard, 4 mins to LGA",19758179,Queens,East Elmhurst,40.76287,-73.88367,Entire home/apt,120,3,102,2019-06-04,1.73,1,300
Unique stylish garden apartment,4091348,Brooklyn,Williamsburg,40.71241,-73.9653,Entire home/apt,450,4,0,,0.0,1,0
"Cheerful, Comfortable & Convenient",177233,Manhattan,Upper West Side,40.79903,-73.96451,Entire home/apt,249,2,80,2019-07-06,1.35,1,58
Large Sunny Nicely Furnished Studio,19772879,Manhattan,Washington Heights,40.83818,-73.94303,Entire home/apt,100,1,0,,0.0,1,0
Beautiful Huge 2Br House w/Backyard,107340,Brooklyn,Prospect-Lefferts Gardens,40.65806,-73.95815,Entire home/apt,225,4,3,2014-10-19,0.05,1,0
"Fabulous Large 1 Bed in Riverdale, Bronx NYC",9332835,Bronx,Fieldston,40.89022,-73.9039,Entire home/apt,95,14,3,2019-07-05,0.13,1,0
4 ROOM RAILROAD - WILLIAMSBURG,19783353,Brooklyn,Williamsburg,40.70955,-73.95085,Entire home/apt,90,4,17,2019-01-24,0.29,1,4
Cozy yet spacious apt in Brooklyn,1459837,Brooklyn,Bedford-Stuyvesant,40.68056,-73.9151,Entire home/apt,101,10,16,2018-05-27,0.29,1,0
"Modern, sunny two bedroom",1482208,Brooklyn,Williamsburg,40.71159,-73.94043,Entire home/apt,246,2,25,2019-03-31,0.54,2,0
Williamsburg + private patio garden,10366196,Brooklyn,Williamsburg,40.70859,-73.94639,Entire home/apt,120,5,18,2019-02-26,0.32,1,188
Spacious Modern Loft in Cobble Hill,19785817,Brooklyn,Downtown Brooklyn,40.69054,-73.99039,Entire home/apt,150,3,68,2019-06-13,1.35,1,88
"Bright, clean studio by subway",9708374,Brooklyn,Bay Ridge,40.63592,-74.02704,Entire home/apt,119,1,1,2016-01-09,0.02,1,0
"2BR, Heart of Lower East Side",18286622,Manhattan,Lower East Side,40.72174,-73.98501,Entire home/apt,150,1,8,2015-06-19,0.13,1,0
Cozy private room in UES,2222500,Manhattan,Upper East Side,40.77993,-73.94939,Private room,80,5,18,2017-11-18,0.3,2,118
Spacious Home by the Bay,1277222,Brooklyn,Sheepshead Bay,40.58581,-73.9383,Entire home/apt,189,2,13,2016-10-25,0.27,1,0
"Sunny Apt in Bed Stuy, A/C/E Trains",12971995,Brooklyn,Bedford-Stuyvesant,40.68082,-73.93599,Private room,90,3,39,2015-05-23,0.67,1,0
West Village apt - 2 Bedroom,11495251,Manhattan,West Village,40.73123,-74.00428,Entire home/apt,200,5,1,2014-08-30,0.02,1,0
Apt in Harlem 1 month minimun stay,19839188,Manhattan,Harlem,40.82019,-73.95448,Entire home/apt,120,25,6,2019-01-23,0.11,1,225
Gorgeous Room in Heart of Soho,5369757,Manhattan,SoHo,40.72569,-74.00331,Private room,149,1,55,2019-05-22,0.94,1,354
Beautiful 1b Bloomingdales location,1475015,Manhattan,Upper East Side,40.76236,-73.96642,Entire home/apt,130,30,2,2016-07-16,0.04,52,365
"Private Room in Bushwick, fully furnished",5175407,Brooklyn,Bushwick,40.6998,-73.93265,Private room,35,10,20,2018-02-01,0.34,1,0
JOE'S PARADISE 5019,19349568,Brooklyn,Flatlands,40.6225,-73.92578,Entire home/apt,139,3,108,2019-07-06,1.83,1,353
"A bright, beautiful treehouse",3424306,Brooklyn,Crown Heights,40.6692,-73.94739,Entire home/apt,100,2,11,2016-08-08,0.24,1,0
L,19860559,Manhattan,Upper West Side,40.78802,-73.97509,Private room,65,30,12,2017-09-30,0.21,1,336
"Convenient, Greenwich/West Village Apartment",1582736,Manhattan,Greenwich Village,40.7338,-73.99498,Entire home/apt,200,5,7,2019-01-05,0.18,1,0
Amazing 1brm in the Best Location,4940167,Manhattan,Gramercy,40.73608,-73.9857,Entire home/apt,99,4,26,2017-04-27,0.49,1,0
large sunny pre war studio ,14902860,Brooklyn,Bedford-Stuyvesant,40.6847,-73.94523,Entire home/apt,115,2,59,2019-06-08,1.02,5,337
SUNNY ROOM FOR TWO @ ELEGANT HOME NEAR JFK,19866189,Queens,Arverne,40.58835,-73.79565,Private room,149,1,91,2019-07-01,1.53,5,358
"Lovely, modern townhouse",12615927,Brooklyn,Sunset Park,40.65957,-73.99253,Entire home/apt,135,3,15,2019-07-07,0.32,1,10
Parkside Brooklyn Artist Apartment!,3861404,Brooklyn,Prospect-Lefferts Gardens,40.65575,-73.9609,Private room,150,5,11,2016-10-31,0.23,2,0
Studio In Townhouse,19902271,Manhattan,Washington Heights,40.83602,-73.94294,Private room,105,3,104,2019-06-24,1.79,1,288
Light and Airy top floor apartment ,5174082,Brooklyn,Columbia St,40.68404,-74.004,Entire home/apt,75,8,1,2014-08-25,0.02,1,0
"Big, Sunny and QUIET West Village Studio",7782769,Manhattan,West Village,40.73824,-74.00027,Entire home/apt,175,3,45,2018-07-17,1.05,1,0
"BedStuy Fly, a relaxing retreat.",1812825,Brooklyn,Bedford-Stuyvesant,40.68695,-73.92947,Entire home/apt,135,3,8,2015-09-10,0.14,1,0
Amazing Big Sunny Room with Porch,1908606,Brooklyn,Bedford-Stuyvesant,40.68989,-73.95428,Private room,72,5,0,,0.0,1,88
Huge room in East Williamsburg,12749383,Brooklyn,Williamsburg,40.70684,-73.94227,Private room,60,1,0,,0.0,1,0
2 BRs with private entrance/kid-fr,13644183,Brooklyn,Greenpoint,40.72241,-73.94179,Private room,97,5,3,2015-09-16,0.06,1,0
Spacious Studio in Time Square,14733148,Manhattan,Hell's Kitchen,40.76052,-73.99115,Entire home/apt,860,4,39,2016-08-17,0.67,1,365
Amazing Priv 1 BR in Hells Kitchen,19800918,Manhattan,Hell's Kitchen,40.76053,-73.99002,Private room,200,1,0,,0.0,1,0
Home Away from Home,19961114,Manhattan,Upper West Side,40.78789,-73.97427,Entire home/apt,98,3,233,2019-06-26,3.97,1,33
"Renovated, Nice 1BD Central Park",1475015,Manhattan,Upper West Side,40.76908,-73.98483,Entire home/apt,87,30,5,2019-03-16,0.1,52,365
Midtown NYC 2bdrm with patio! 2D,17770287,Manhattan,Midtown,40.7495,-73.98313,Entire home/apt,150,30,13,2019-05-05,0.23,14,331
Breathtaking Penthouse Skyline Room & 20min to NYC,18260299,Brooklyn,Bushwick,40.69349,-73.90726,Private room,50,4,3,2019-01-09,0.06,6,79
5146-Doorman Pool!1 bedroom View,16098958,Manhattan,Upper West Side,40.7937,-73.9659,Entire home/apt,185,30,2,2018-07-16,0.13,96,310
Heart of LES + Patio,47459,Manhattan,Lower East Side,40.72168,-73.98876,Entire home/apt,225,2,16,2019-04-28,0.28,1,0
elegant pre war two bedroom flat,14902860,Brooklyn,Bedford-Stuyvesant,40.68374,-73.942,Entire home/apt,151,5,51,2019-06-07,0.87,5,318
private Greenpoint apt,2718526,Brooklyn,Greenpoint,40.73385,-73.95418,Entire home/apt,75,1,42,2019-06-18,0.72,1,10
Upper East Side Manhattan 1 Bed Apt,8180517,Manhattan,Upper East Side,40.78124,-73.95227,Entire home/apt,110,1,0,,0.0,1,0
Loft in Bushwick/East Williamsburg,4089400,Brooklyn,Bushwick,40.70818,-73.92256,Entire home/apt,150,2,254,2019-06-20,4.33,1,294
Cozy East Village/Gramercy Studio by Union Square,19986984,Manhattan,East Village,40.73263,-73.98728,Entire home/apt,145,4,17,2019-06-17,0.29,1,0
Large 1-Bedroom by Subway with Elevator and Charm!,736815,Manhattan,East Village,40.72471,-73.98673,Entire home/apt,250,4,28,2019-06-09,0.49,1,4
"Only 20 min to Times Sq., US Open",19993822,Queens,Elmhurst,40.74122,-73.88641,Private room,170,1,4,2015-09-27,0.07,1,90
A garden apartment in a brownstone.,16765013,Brooklyn,Clinton Hill,40.68423,-73.96242,Entire home/apt,145,5,53,2019-06-02,0.9,1,14
Charming 1-Bedroom in East Village,4564600,Manhattan,East Village,40.72915,-73.98501,Entire home/apt,200,6,19,2017-07-06,0.32,1,0
Beautiful Brooklyn Bedroom!,20022909,Brooklyn,Crown Heights,40.6749,-73.95166,Private room,50,1,5,2016-09-25,0.09,1,0
Beautiful -  Upper West Side ,20033436,Manhattan,Upper West Side,40.79254,-73.97531,Private room,250,1,6,2015-05-19,0.1,1,365
Penthouse Apt with Roofdeck,4084075,Manhattan,Murray Hill,40.74712,-73.97434,Entire home/apt,229,2,21,2018-12-31,0.36,1,0
"Park Ave, Sunny 2beds 6 train, WiFi",18051112,Manhattan,East Harlem,40.78697,-73.94999,Entire home/apt,129,2,12,2016-05-10,0.2,1,0
5136-Doorman 2 bedroom 3 beds!,16098958,Manhattan,Hell's Kitchen,40.76665,-73.9866,Entire home/apt,250,30,0,,0.0,96,281
5132- Huge Studio! SWIMMING POOL,16098958,Manhattan,Upper West Side,40.79563,-73.9664,Entire home/apt,168,30,4,2019-03-31,0.16,96,283
Private sunny room in Harlem house w/garden,194994,Manhattan,Harlem,40.81419,-73.94717,Private room,80,4,27,2018-10-29,0.46,1,196
Huge Apartment! Convenient! Artsy! Comfy!,12556197,Brooklyn,Crown Heights,40.66856,-73.95619,Entire home/apt,104,5,45,2019-06-30,0.77,2,159
"Big, Bright Studio Blocks from Park and Subway",20084270,Brooklyn,Prospect-Lefferts Gardens,40.66021,-73.96001,Entire home/apt,100,2,7,2018-08-26,0.12,1,0
Convenient Lovely Manhattan Private Bathroom,16715941,Manhattan,East Harlem,40.79887,-73.94178,Private room,95,1,297,2019-07-03,5.03,2,127
"Clean/nice Suite 5m T LIRR,B,Q65,13",4680747,Queens,Flushing,40.75664,-73.79975,Private room,95,2,2,2019-05-19,0.06,1,267
Kid friendly next to Prospect Park,176285,Brooklyn,Prospect Heights,40.6742,-73.96639,Entire home/apt,200,7,2,2015-06-24,0.03,1,0
Modern 2BR Near Union Square,8179499,Manhattan,East Village,40.73177,-73.98598,Entire home/apt,180,5,0,,0.0,1,0
Private room,8834412,Bronx,Longwood,40.81321,-73.90259,Private room,100,3,2,2019-01-02,0.22,2,207
"Bright, quiet, cozy 1BR by C Park!",20116872,Manhattan,Upper West Side,40.77571,-73.97757,Entire home/apt,195,1,401,2019-06-30,6.76,1,178
Prime West Village/Chelsea 1B SUPERB VIEW/Location,3150902,Manhattan,Chelsea,40.74057,-73.99977,Entire home/apt,299,5,1,2018-03-03,0.06,1,0
Sunrise & Sunset in Penthouse - 20min to Manhattan,18260299,Brooklyn,Bushwick,40.69439,-73.90715,Private room,45,30,7,2019-01-02,0.74,6,92
LAST DAY TO BOOK Bedroom on Wall St,20133610,Manhattan,Financial District,40.7094,-74.00278,Private room,139,365,13,2015-07-15,0.23,1,365
"Heart of Nolita, close to SoHo",20136355,Manhattan,Nolita,40.72241,-73.99592,Entire home/apt,200,4,3,2015-09-13,0.05,1,0
Cozy 1BR-Country living in NYC!,46969,Staten Island,Clifton,40.6205,-74.07451,Entire home/apt,70,2,242,2019-06-30,4.09,1,256
Unique room in historic Greenpoint,20156576,Brooklyn,Greenpoint,40.72829,-73.95354,Private room,50,7,1,2014-08-28,0.02,1,0
Bedroom in Spacious Loft-Like Apt.,157795,Brooklyn,Crown Heights,40.67658,-73.94683,Private room,42,4,4,2018-07-17,0.11,2,0
Beautiful 2br in Williamsburg,20166817,Brooklyn,Greenpoint,40.71959,-73.94795,Entire home/apt,116,28,45,2019-05-31,0.76,1,35
1 Bedroom Apt in Chelsea,20171951,Manhattan,Chelsea,40.73957,-74.00027,Entire home/apt,200,4,1,2015-09-19,0.02,1,0
Spacious Master Bed w Private Ensuite Bath in EV,20172814,Manhattan,East Village,40.72859,-73.97915,Private room,129,4,32,2019-05-25,0.56,1,365
Bed & Bath in Park Slope Mansion,20177472,Brooklyn,Park Slope,40.67927,-73.97434,Private room,125,2,117,2019-06-30,1.99,1,270
In the heart of Park Slope,18572906,Brooklyn,Park Slope,40.67053,-73.98558,Private room,55,3,4,2016-09-19,0.07,1,0
Best views of Manhattan!,20177186,Manhattan,Financial District,40.70943,-74.01405,Entire home/apt,200,2,6,2015-10-12,0.1,1,0
Fort Greene Gem,5072123,Brooklyn,Fort Greene,40.69098,-73.97989,Entire home/apt,165,29,7,2019-01-04,0.27,2,159
Luxury West Village 1 bdrm w/ views,6426063,Manhattan,West Village,40.73377,-74.0057,Entire home/apt,199,5,5,2016-04-29,0.08,1,0
One bedroom in Greenwich Village,18481203,Manhattan,Greenwich Village,40.73374,-73.9976,Entire home/apt,150,3,15,2016-07-30,0.26,1,0
Most amazing spot in Williamsburg,9990930,Brooklyn,Williamsburg,40.71751,-73.95895,Private room,95,1,0,,0.0,1,0
Authentic Williamsburg Appartment,2316267,Brooklyn,Williamsburg,40.7083,-73.94846,Private room,90,1,10,2019-01-03,0.17,1,365
Stylish Gramercy Park Duplex LOFT,3097631,Manhattan,Gramercy,40.7364,-73.98436,Entire home/apt,120,10,51,2019-07-01,0.86,1,64
Great cozy for summer in Brooklyn,20169857,Brooklyn,Bedford-Stuyvesant,40.69458,-73.94314,Private room,40,1,73,2019-06-08,1.23,2,190
Nyc! Cozy room in Williamsburg,14890430,Brooklyn,Williamsburg,40.71223,-73.94169,Private room,75,3,174,2019-07-01,2.96,1,311
Spacious Comfy Bedroom in Bushwick,5879951,Brooklyn,Williamsburg,40.70617,-73.93674,Private room,68,5,5,2017-09-20,0.11,1,0
Big Room by Metro/Subway-15mns to Manhattan,20243795,Brooklyn,Bedford-Stuyvesant,40.68137,-73.9565,Private room,75,2,99,2019-06-11,1.67,3,365
Haven near Riverside Park n 1 train,10352213,Manhattan,Morningside Heights,40.81488,-73.96058,Entire home/apt,45,2,7,2017-07-16,0.12,2,0
"Sweet Studio Near Subway, LGA, and Central Park",20260083,Manhattan,East Harlem,40.79332,-73.94105,Shared room,45,1,6,2017-09-14,0.21,1,0
Cozy rooms with private bath,12348871,Brooklyn,Kensington,40.64487,-73.97895,Private room,65,1,74,2019-07-02,1.26,2,21
"Park Slope 1 Bedroom, 1.5 Bath",102525,Brooklyn,South Slope,40.66714,-73.98401,Private room,75,3,14,2019-05-19,0.24,2,347
Lovely Private Rm in the heart of NYC! Hells Ktchn,4934489,Manhattan,Hell's Kitchen,40.76008,-73.992,Private room,84,2,5,2018-12-23,0.09,3,0
Sunny Central Location!,18834080,Manhattan,Chinatown,40.71672,-73.99184,Entire home/apt,130,2,101,2017-07-28,1.71,1,0
"Big Private Room, Prospect Heights",960861,Brooklyn,Prospect Heights,40.67652,-73.96442,Private room,50,30,12,2017-05-09,0.2,1,0
Upper West Side Museum/Central Park,2045335,Manhattan,Upper West Side,40.78099,-73.97416,Private room,150,3,50,2019-01-01,0.85,1,365
Beautiful Prvt Rm  w. NEW 1/2 Bth,20278196,Brooklyn,East Flatbush,40.66165,-73.92536,Private room,95,2,7,2018-10-13,0.13,3,365
Murray Hill / Midtown East Studio,9081271,Manhattan,Murray Hill,40.74933,-73.9724,Entire home/apt,300,1,2,2014-12-08,0.03,1,0
Central Park Life! Beautiful 1 Bed.,1475015,Manhattan,Upper West Side,40.76904,-73.98494,Entire home/apt,113,30,8,2018-07-01,0.13,52,258
